994|LL Bottom Bracket|LL Bottom Bracket|en    |Chromoly steel.
716|Long-Sleeve Logo Jersey, XL|Long-Sleeve Logo Jersey|fr    |Maillot de cycliste en microfibre avec le logo de l'Çquipe AWV, manches longues, unisexe.
707|Sport-100 Helmet, Red|Sport-100|fr    |LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.
708|Sport-100 Helmet, Black|Sport-100|fr    |LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.
711|Sport-100 Helmet, Blue|Sport-100|fr    |LÇgäre, aÇrÇe, taille unique, avec une visiäre amovible.
880|Hydration Pack - 70 oz.|Hydration Pack|fr    |Sac d'hydratation de 3ˇl polyvalent. Permet de stocker des aliments supplÇmentaires. Facile d'accäs et fourni avec une ceinture.
852|Women's Tights, S|Women's Tights|fr    |Collants chauds en Spandex pour l'hiverˇ; fabrication en chamoisine sans couture pour Çliminer les points de frottement.
853|Women's Tights, M|Women's Tights|fr    |Collants chauds en Spandex pour l'hiverˇ; fabrication en chamoisine sans couture pour Çliminer les points de frottement.
854|Women's Tights, L|Women's Tights|fr    |Collants chauds en Spandex pour l'hiverˇ; fabrication en chamoisine sans couture pour Çliminer les points de frottement.
877|Bike Wash - Dissolver|Bike Wash|fr    |Nettoie les saletÇsˇ; dissout la graisse. Protäge l'environnement. Bouteille d'1ˇlitre.
843|Cable Lock|Cable Lock|fr    |S'enroule pour s'adapter aux pneus avant et arriäre, sac et deux clÇs fournis.
739|HL Mountain Frame - Silver, 42|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
740|HL Mountain Frame - Silver, 44|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
741|HL Mountain Frame - Silver, 48|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
742|HL Mountain Frame - Silver, 46|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
743|HL Mountain Frame - Black, 42|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
744|HL Mountain Frame - Black, 44|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
745|HL Mountain Frame - Black, 48|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
746|HL Mountain Frame - Black, 46|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
747|HL Mountain Frame - Black, 38|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
748|HL Mountain Frame - Silver, 38|HL Mountain Frame|fr    |Chaque cadre est fabriquÇ artisanalement dans notre atelier de Bordeaux afin d'obtenir le diamätre et l'Çpaisseur adaptÇs Ö un vÇlo tout-terrain de premier choix. Le cadre en aluminium soudÇ Ö chaud prÇsente un tube d'un plus grand diamätre, afin d'absorber les bosses.
994|LL Bottom Bracket|LL Bottom Bracket|th    |???????????
995|ML Bottom Bracket|ML Bottom Bracket|th    |????????????????????? ???????????????
996|HL Bottom Bracket|HL Bottom Bracket|th    |????????????????????????????????
984|Mountain-500 Silver, 40|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
985|Mountain-500 Silver, 42|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
986|Mountain-500 Silver, 44|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
987|Mountain-500 Silver, 48|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
988|Mountain-500 Silver, 52|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
989|Mountain-500 Black, 40|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
990|Mountain-500 Black, 42|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
991|Mountain-500 Black, 44|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
992|Mountain-500 Black, 48|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
993|Mountain-500 Black, 52|Mountain-500|th    |?????????????????????????? ?????????????????????  ????????????? ????????????????????????? ????????????????????????
980|Mountain-400-W Silver, 38|Mountain-400-W|th    |?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????
981|Mountain-400-W Silver, 40|Mountain-400-W|th    |?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????
982|Mountain-400-W Silver, 42|Mountain-400-W|th    |?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????
983|Mountain-400-W Silver, 46|Mountain-400-W|th    |?????????????????????????????? ?????????????  ?????????? ????? ????????????????????????????????????????????????????
785|Mountain-300 Black, 38|Mountain-300|th    |????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????
786|Mountain-300 Black, 40|Mountain-300|th    |????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????
787|Mountain-300 Black, 44|Mountain-300|th    |????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????
788|Mountain-300 Black, 48|Mountain-300|th    |????????????????????????????  ????????????????????????????? ????????????????????? ????????????????????????????????????????????? ????????????????????????
779|Mountain-200 Silver, 38|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
780|Mountain-200 Silver, 42|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
781|Mountain-200 Silver, 46|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
782|Mountain-200 Black, 38|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
783|Mountain-200 Black, 42|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
784|Mountain-200 Black, 46|Mountain-200|th    |???????????????????????????  ???????????????????????????????????  ??????? HL ?????????????????? Mountain-100
771|Mountain-100 Silver, 38|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
772|Mountain-100 Silver, 42|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
773|Mountain-100 Silver, 44|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
774|Mountain-100 Silver, 48|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
775|Mountain-100 Black, 38|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
776|Mountain-100 Black, 42|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
777|Mountain-100 Black, 44|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
778|Mountain-100 Black, 48|Mountain-100|th    |?????????????????????????????????? ??????????????????????????????????????????????? ???? ???? HL ???????????? ?????????????????????????????????????????? ??????????????????????????????
977|Road-750 Black, 58|Road-750|th    |????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????
997|Road-750 Black, 44|Road-750|th    |????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????
998|Road-750 Black, 48|Road-750|th    |????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????
999|Road-750 Black, 52|Road-750|th    |????????????????????????????????? ??????????????????????????????????????????????????????  ???????????????????????
759|Road-650 Red, 58|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
760|Road-650 Red, 60|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
761|Road-650 Red, 62|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
762|Road-650 Red, 44|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
769|Road-650 Black, 48|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
770|Road-650 Black, 52|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
763|Road-650 Red, 48|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
764|Road-650 Red, 52|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
765|Road-650 Black, 58|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
766|Road-650 Black, 60|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
767|Road-650 Black, 62|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
768|Road-650 Black, 44|Road-650|th    |???????????????????????? ??????????????????????????????????????????  ??????????????? ????? ??????????????????????????????????????
797|Road-550-W Yellow, 38|Road-550-W|th    |???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????
798|Road-550-W Yellow, 40|Road-550-W|th    |???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????
799|Road-550-W Yellow, 42|Road-550-W|th    |???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????
800|Road-550-W Yellow, 44|Road-550-W|th    |???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????
801|Road-550-W Yellow, 48|Road-550-W|th    |???????????????????????????? Road ??????? ?????????????????????????????????????  ??????????????????????????????? ???????????????????????????????????????
754|Road-450 Red, 58|Road-450|th    |??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????
755|Road-450 Red, 60|Road-450|th    |??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????
756|Road-450 Red, 44|Road-450|th    |??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????
757|Road-450 Red, 48|Road-450|th    |??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????
758|Road-450 Red, 52|Road-450|th    |??????????????????????????????????????????????????? ????????????????????????  ???????????????????? ?????????????????????????????? ???????????????????????????????????????????????????????????
973|Road-350-W Yellow, 40|Road-350-W|th    |???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????
974|Road-350-W Yellow, 42|Road-350-W|th    |???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????
975|Road-350-W Yellow, 44|Road-350-W|th    |???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????
976|Road-350-W Yellow, 48|Road-350-W|th    |???????? ??????? ???????????????????????????????????????????????? ????????????????????????????????????????  ????????????????????????????????????????????????????????????????????
789|Road-250 Red, 44|Road-250|th    |?????????????????????? ?????????????????? ?????? ????????????????????????????? ???????????????????????????????????
